"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"16.12.2025","335,43","336,42","341,15","335,43","","-0,27%"
"15.12.2025","336,35","341,84","343,42","333,11","","-0,41%"
"12.12.2025","337,73","344,56","349,24","332,65","","-1,07%"
"11.12.2025","341,39","327,45","345,60","326,93","","4,53%"
"10.12.2025","326,61","320,80","328,88","316,36","","1,43%"
"09.12.2025","322,02","312,32","322,28","312,09","","3,54%"
"08.12.2025","311,01","319,38","319,71","310,98","","-2,34%"
"06.12.2025","318,46","321,84","318,46","318,46","","0,00%"
"05.12.2025","318,46","321,84","328,11","317,29","","-0,26%"
"04.12.2025","319,29","316,15","319,61","314,21","","0,40%"
"03.12.2025","318,01","321,24","324,59","317,58","","-0,35%"
"02.12.2025","319,14","323,22","324,79","310,65","","-1,68%"
"01.12.2025","324,58","326,91","328,71","322,22","","0,00%"
"28.11.2025","324,59","319,72","324,93","318,56","","2,44%"
"26.11.2025","316,85","305,58","317,35","305,36","","4,98%"
"25.11.2025","301,82","299,69","304,09","297,75","","0,68%"
"24.11.2025","299,78","285,48","300,09","285,40","","5,51%"
"21.11.2025","284,12","281,17","286,89","279,27","","0,82%"
"20.11.2025","281,81","297,92","301,10","281,69","","-5,06%"
"19.11.2025","296,82","295,99","303,45","293,87","","1,34%"
"18.11.2025","292,90","290,60","295,91","288,23","","1,18%"
"17.11.2025","289,48","293,18","296,97","287,18","","-1,68%"
"14.11.2025","294,43","289,95","296,96","283,98","","-0,89%"
"13.11.2025","297,06","305,49","306,57","294,37","","-2,63%"
"12.11.2025","305,08","296,00","308,26","294,69","","3,42%"
"11.11.2025","294,99","292,19","295,71","288,65","","1,20%"
"10.11.2025","291,48","283,50","292,99","283,42","","4,65%"
"07.11.2025","278,53","272,60","278,60","271,46","","2,45%"
"06.11.2025","271,88","272,92","280,23","271,69","","-0,05%"
"05.11.2025","272,02","266,91","272,94","266,91","","2,64%"
"04.11.2025","265,03","273,80","273,82","264,80","","-4,51%"
"03.11.2025","277,56","279,83","281,32","274,66","","-0,75%"
"31.10.2025","279,67","282,23","283,43","277,55","","-1,46%"
"30.10.2025","283,80","278,05","285,10","276,08","","1,90%"
"29.10.2025","278,52","281,73","284,44","276,87","","0,15%"
"28.10.2025","278,09","272,54","279,42","270,73","","1,28%"
"27.10.2025","274,58","280,17","280,20","267,33","","-3,86%"
"24.10.2025","285,59","283,21","288,27","282,66","","-0,84%"
"23.10.2025","288,00","288,27","290,71","287,16","","0,85%"
"22.10.2025","285,58","280,51","286,71","278,33","","0,56%"
"21.10.2025","283,99","305,18","305,22","282,06","","-9,57%"
"20.10.2025","314,03","309,56","315,48","308,21","","2,62%"
"17.10.2025","306,01","324,17","324,35","301,07","","-7,08%"
"16.10.2025","329,32","320,05","331,96","319,05","","3,41%"
"15.10.2025","318,47","310,83","320,77","310,49","","3,70%"
"14.10.2025","307,11","306,26","311,27","304,81","","-0,80%"
"13.10.2025","309,59","300,85","310,49","300,78","","4,76%"
"10.10.2025","295,53","297,71","299,86","293,56","","-0,22%"
"09.10.2025","296,18","310,38","311,27","292,93","","-4,19%"
"08.10.2025","309,12","304,97","309,34","304,15","","2,96%"
"07.10.2025","300,23","305,22","305,23","298,80","","-1,58%"
"06.10.2025","305,05","302,66","308,78","302,31","","1,71%"
"03.10.2025","299,93","300,35","302,87","298,20","","0,26%"
"02.10.2025","299,14","301,97","303,20","288,88","","-0,54%"
"01.10.2025","300,76","298,64","303,64","298,55","","1,23%"
"30.09.2025","297,11","291,65","299,22","290,44","","0,98%"
"29.09.2025","294,24","295,75","298,97","292,97","","1,03%"
"26.09.2025","291,23","286,21","291,80","285,96","","2,24%"
"25.09.2025","284,86","282,45","285,80","281,64","","0,96%"
"24.09.2025","282,16","292,17","292,97","282,15","","-3,36%"
"23.09.2025","291,98","292,31","296,47","291,07","","0,31%"
"22.09.2025","291,07","287,66","291,48","285,44","","2,60%"
"19.09.2025","283,70","271,59","284,10","271,39","","4,76%"
"18.09.2025","270,81","269,15","270,99","265,06","","0,19%"
"17.09.2025","270,30","268,47","275,95","268,30","","-0,43%"
"16.09.2025","271,48","277,42","277,57","270,92","","-2,29%"
"15.09.2025","277,84","272,66","278,51","271,80","","1,78%"
"12.09.2025","272,99","274,36","275,80","271,51","","-0,28%"
"11.09.2025","273,77","268,17","273,95","267,36","","1,65%"
"10.09.2025","269,32","264,82","269,67","264,81","","2,48%"
"09.09.2025","262,81","266,17","267,17","261,81","","-1,17%"
"08.09.2025","265,93","263,82","266,66","262,77","","1,88%"
"05.09.2025","261,02","258,21","262,70","257,13","","2,50%"
"04.09.2025","254,66","253,75","256,70","253,31","","-0,94%"
"03.09.2025","257,07","257,74","259,11","254,90","","0,79%"
"02.09.2025","255,05","252,37","255,38","247,66","","2,40%"
"29.08.2025","249,08","242,52","249,56","242,45","","2,83%"
"28.08.2025","242,22","243,64","243,88","240,86","","-0,45%"
"27.08.2025","243,32","242,12","243,71","239,84","","-0,30%"
"26.08.2025","244,06","239,77","244,13","239,77","","1,95%"
"25.08.2025","239,40","239,93","241,10","238,97","","0,07%"
"22.08.2025","239,23","232,91","240,84","231,97","","1,80%"
"21.08.2025","234,99","230,35","235,91","230,05","","2,05%"
"20.08.2025","230,27","226,85","230,57","226,39","","2,21%"
"19.08.2025","225,29","230,58","231,11","225,09","","-2,63%"
"18.08.2025","231,37","232,20","232,22","229,37","","-0,03%"
"15.08.2025","231,43","229,24","232,28","227,80","","0,90%"
"14.08.2025","229,37","230,34","232,64","228,22","","-0,89%"
"13.08.2025","231,42","232,97","233,80","230,35","","-0,23%"
"12.08.2025","231,95","230,28","231,98","228,97","","1,17%"
"11.08.2025","229,26","225,35","229,98","223,12","","-0,45%"
"08.08.2025","230,30","230,70","232,50","228,62","","0,39%"
"07.08.2025","229,40","227,74","231,09","227,13","","1,99%"
"06.08.2025","224,93","222,91","225,12","222,38","","1,36%"
"05.08.2025","221,91","214,39","222,18","214,26","","2,85%"
"04.08.2025","215,77","208,49","215,87","208,49","","4,49%"
"01.08.2025","206,50","207,59","208,13","204,45","","1,12%"
"31.07.2025","204,21","205,00","206,14","203,13","","0,07%"
"30.07.2025","204,07","209,21","210,44","202,83","","-3,34%"
"29.07.2025","211,13","209,48","211,44","208,33","","0,86%"
"28.07.2025","209,32","211,85","212,02","207,46","","-2,10%"
"25.07.2025","213,80","212,37","214,55","210,78","","0,41%"
"24.07.2025","212,93","212,75","215,04","209,96","","-1,06%"
"23.07.2025","215,21","216,68","217,88","214,18","","-1,08%"
"22.07.2025","217,56","213,38","218,32","212,62","","2,66%"
