"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.12.2025","5.413,92","5.413,92","5.413,92","5.413,92","","-0,20%"
"12.12.2025","5.424,80","5.424,80","5.424,80","5.424,80","","0,08%"
"11.12.2025","5.420,42","5.420,42","5.420,42","5.420,42","","3,72%"
"10.12.2025","5.226,26","5.226,26","5.226,26","5.226,26","","0,95%"
"09.12.2025","5.176,99","5.176,99","5.176,99","5.176,99","","1,93%"
"08.12.2025","5.078,90","5.078,90","5.078,90","5.078,90","","-2,24%"
"05.12.2025","5.195,48","5.195,48","5.195,48","5.195,48","","0,37%"
"04.12.2025","5.176,07","5.176,07","5.176,07","5.176,07","","0,11%"
"03.12.2025","5.170,46","5.170,46","5.170,46","5.170,46","","-0,48%"
"02.12.2025","5.195,31","5.195,31","5.195,31","5.195,31","","-2,09%"
"01.12.2025","5.306,39","5.306,39","5.306,39","5.306,39","","0,32%"
"28.11.2025","5.289,58","5.289,58","5.289,58","5.289,58","","1,74%"
"27.11.2025","5.199,26","5.199,26","5.199,26","5.199,26","","-0,16%"
"26.11.2025","5.207,35","5.207,35","5.207,35","5.207,35","","4,34%"
"25.11.2025","4.990,83","4.990,83","4.990,83","4.990,83","","0,63%"
"24.11.2025","4.959,65","4.959,65","4.959,65","4.959,65","","4,76%"
"21.11.2025","4.734,50","4.734,50","4.734,50","4.734,50","","-1,03%"
"20.11.2025","4.783,83","4.783,83","4.783,83","4.783,83","","-3,73%"
"19.11.2025","4.969,23","4.969,23","4.969,23","4.969,23","","1,82%"
"18.11.2025","4.880,32","4.880,32","4.880,32","4.880,32","","-0,65%"
"17.11.2025","4.912,26","4.912,26","4.912,26","4.912,26","","-1,10%"
"14.11.2025","4.967,06","4.967,06","4.967,06","4.967,06","","-1,47%"
"13.11.2025","5.041,29","5.041,29","5.041,29","5.041,29","","-1,20%"
"12.11.2025","5.102,42","5.102,42","5.102,42","5.102,42","","3,25%"
"11.11.2025","4.941,71","4.941,71","4.941,71","4.941,71","","1,82%"
"10.11.2025","4.853,39","4.853,39","4.853,39","4.853,39","","5,18%"
"07.11.2025","4.614,22","4.614,22","4.614,22","4.614,22","","0,89%"
"06.11.2025","4.573,38","4.573,38","4.573,38","4.573,38","","1,04%"
"05.11.2025","4.526,38","4.526,38","4.526,38","4.526,38","","2,88%"
"04.11.2025","4.399,47","4.399,47","4.399,47","4.399,47","","-3,91%"
"03.11.2025","4.578,55","4.578,55","4.578,55","4.578,55","","-0,54%"
"31.10.2025","4.603,32","4.603,32","4.603,32","4.603,32","","-0,51%"
"30.10.2025","4.627,13","4.627,13","4.627,13","4.627,13","","1,67%"
"29.10.2025","4.550,92","4.550,92","4.550,92","4.550,92","","1,17%"
"28.10.2025","4.498,08","4.498,08","4.498,08","4.498,08","","0,89%"
"27.10.2025","4.458,47","4.458,47","4.458,47","4.458,47","","-4,57%"
"24.10.2025","4.672,08","4.672,08","4.672,08","4.672,08","","-1,50%"
"23.10.2025","4.743,03","4.743,03","4.743,03","4.743,03","","2,19%"
"22.10.2025","4.641,56","4.641,56","4.641,56","4.641,56","","-1,32%"
"21.10.2025","4.703,73","4.703,73","4.703,73","4.703,73","","-8,34%"
"20.10.2025","5.131,47","5.131,47","5.131,47","5.131,47","","2,32%"
"17.10.2025","5.015,18","5.015,18","5.015,18","5.015,18","","-6,18%"
"16.10.2025","5.345,36","5.345,36","5.345,36","5.345,36","","4,06%"
"15.10.2025","5.136,60","5.136,60","5.136,60","5.136,60","","3,26%"
"14.10.2025","4.974,59","4.974,59","4.974,59","4.974,59","","2,23%"
"13.10.2025","4.865,87","4.865,87","4.865,87","4.865,87","","2,43%"
"10.10.2025","4.750,24","4.750,24","4.750,24","4.750,24","","-1,00%"
"09.10.2025","4.798,27","4.798,27","4.798,27","4.798,27","","-3,38%"
"08.10.2025","4.965,97","4.965,97","4.965,97","4.965,97","","2,23%"
"07.10.2025","4.857,67","4.857,67","4.857,67","4.857,67","","-1,69%"
"06.10.2025","4.941,18","4.941,18","4.941,18","4.941,18","","1,72%"
"03.10.2025","4.857,42","4.857,42","4.857,42","4.857,42","","0,63%"
"02.10.2025","4.827,03","4.827,03","4.827,03","4.827,03","","-0,37%"
"01.10.2025","4.845,08","4.845,08","4.845,08","4.845,08","","1,28%"
"30.09.2025","4.783,69","4.783,69","4.783,69","4.783,69","","0,72%"
"29.09.2025","4.749,53","4.749,53","4.749,53","4.749,53","","0,78%"
"26.09.2025","4.712,58","4.712,58","4.712,58","4.712,58","","1,79%"
"25.09.2025","4.629,85","4.629,85","4.629,85","4.629,85","","-0,37%"
"24.09.2025","4.647,00","4.647,00","4.647,00","4.647,00","","-1,90%"
"23.09.2025","4.737,24","4.737,24","4.737,24","4.737,24","","0,79%"
"22.09.2025","4.699,97","4.699,97","4.699,97","4.699,97","","8,75%"
"18.09.2025","4.321,69","4.321,69","4.321,69","4.321,69","","-0,52%"
"17.09.2025","4.344,39","4.344,39","4.344,39","4.344,39","","-0,12%"
"16.09.2025","4.349,40","4.349,40","4.349,40","4.349,40","","-0,84%"
"15.09.2025","4.386,26","4.386,26","4.386,26","4.386,26","","0,18%"
"12.09.2025","4.378,17","4.378,17","4.378,17","4.378,17","","0,20%"
"11.09.2025","4.369,53","4.369,53","4.369,53","4.369,53","","0,86%"
"10.09.2025","4.332,25","4.332,25","4.332,25","4.332,25","","2,24%"
"09.09.2025","4.237,51","4.237,51","4.237,51","4.237,51","","0,23%"
"08.09.2025","4.227,71","4.227,71","4.227,71","4.227,71","","1,24%"
"05.09.2025","4.175,92","4.175,92","4.175,92","4.175,92","","2,90%"
"04.09.2025","4.058,29","4.058,29","4.058,29","4.058,29","","-1,32%"
"03.09.2025","4.112,62","4.112,62","4.112,62","4.112,62","","1,01%"
"02.09.2025","4.071,45","4.071,45","4.071,45","4.071,45","","1,87%"
"01.09.2025","3.996,88","3.996,88","3.996,88","3.996,88","","1,22%"
"29.08.2025","3.948,88","3.948,88","3.948,88","3.948,88","","2,41%"
"28.08.2025","3.855,95","3.855,95","3.855,95","3.855,95","","-0,20%"
"27.08.2025","3.863,59","3.863,59","3.863,59","3.863,59","","-0,05%"
"26.08.2025","3.865,59","3.865,59","3.865,59","3.865,59","","1,66%"
"25.08.2025","3.802,46","3.802,46","3.802,46","3.802,46","","0,75%"
"22.08.2025","3.773,97","3.773,97","3.773,97","3.773,97","","1,09%"
"21.08.2025","3.733,45","3.733,45","3.733,45","3.733,45","","2,20%"
"20.08.2025","3.653,01","3.653,01","3.653,01","3.653,01","","1,85%"
"19.08.2025","3.586,75","3.586,75","3.586,75","3.586,75","","-2,07%"
"18.08.2025","3.662,40","3.662,40","3.662,40","3.662,40","","-0,31%"
"15.08.2025","3.673,88","3.673,88","3.673,88","3.673,88","","0,94%"
"14.08.2025","3.639,56","3.639,56","3.639,56","3.639,56","","-0,50%"
"13.08.2025","3.657,74","3.657,74","3.657,74","3.657,74","","-0,13%"
"12.08.2025","3.662,48","3.662,48","3.662,48","3.662,48","","0,71%"
"11.08.2025","3.636,84","3.636,84","3.636,84","3.636,84","","-0,77%"
"08.08.2025","3.665,09","3.665,09","3.665,09","3.665,09","","0,65%"
"07.08.2025","3.641,41","3.641,41","3.641,41","3.641,41","","1,22%"
"06.08.2025","3.597,69","3.597,69","3.597,69","3.597,69","","1,97%"
"05.08.2025","3.528,06","3.528,06","3.528,06","3.528,06","","5,26%"
"04.08.2025","3.351,84","3.351,84","3.351,84","3.351,84","","3,03%"
"01.08.2025","3.253,15","3.253,15","3.253,15","3.253,15","","1,50%"
"31.07.2025","3.205,04","3.205,04","3.205,04","3.205,04","","-0,88%"
"30.07.2025","3.233,51","3.233,51","3.233,51","3.233,51","","-1,91%"
"29.07.2025","3.296,52","3.296,52","3.296,52","3.296,52","","0,97%"
"28.07.2025","3.264,92","3.264,92","3.264,92","3.264,92","","-1,99%"
"25.07.2025","3.331,31","3.331,31","3.331,31","3.331,31","","0,97%"
"24.07.2025","3.299,27","3.299,27","3.299,27","3.299,27","","-1,06%"
