macro_CPI,macro_rate,macro_fund,macro_GDP,ret_USD_index,ret_VIX,ret_bond_yield_10y,ret_CRB_index,ret_GDM,ret_Gold,run_id,impulse_var,step,model_period,ret_MVG,ret_SPT,ret_GDX,ret_HUI,ret_FTGM,ret_XAU
-0.021712512223805387,0.002137334401366815,0.06248484999443536,-0.8661533002662276,0.06800169626984948,-0.002548462738145761,-0.03164255675506193,0.04958673347611671,,0.054203779512998415,run_05,ret_Gold,3,191_obs_10_vars,,-0.005619042816520377,,,,
-0.02319660156038476,-0.008413928245021178,-0.021563131508751218,-0.3573993656282546,0.04037163759884506,0.00749247830561364,-0.005781577908149257,0.06445564351520287,,0.01116863072406542,run_05,ret_Gold,4,191_obs_10_vars,,-0.01674673846440819,,,,
0.011610206641091657,0.0011561123618732063,7.114160104848208e-05,0.08237282869676571,0.026587553729432743,-0.008251798664532194,0.0022867856314020087,0.053928918490717175,,0.047557231915551834,run_05,ret_Gold,5,191_obs_10_vars,,-0.021629136583780195,,,,
-0.002514216127996036,0.0014951765262746818,0.0029657426382680326,0.323316320515202,-0.010681387846718677,-0.0062177126756036176,0.00627046230331442,0.025675479126444932,,0.011302695154984712,run_05,ret_Gold,6,191_obs_10_vars,,-0.004773941190699425,,,,
-0.0006767349274328944,0.0015335358119752283,0.00865033020078912,0.022433377388866527,-0.010882333199207003,-0.0012244062390411035,-0.00234510315094733,0.007701237634651338,,0.0041764707434319304,run_05,ret_Gold,7,191_obs_10_vars,,-0.0012823655481399646,,,,
0.000494532955243315,-0.000287324591351466,0.004913913431568529,-0.008843741657749243,-0.013071425314356361,0.001321179985891932,-0.0002201876719741477,-0.0027393068458116806,,-0.005199579430624577,run_05,ret_Gold,8,191_obs_10_vars,,0.0025009777539098796,,,,
2.3576141495560744e-05,-0.00020334369127160512,-0.0023364474560383743,-0.000577276804737614,-0.002273581265869734,0.0005304123705297552,-0.0004965250420553809,-0.0032662327233247196,,-0.00020938458254378368,run_05,ret_Gold,9,191_obs_10_vars,,-0.0005394285225592354,,,,
-0.00043410406449712025,-0.0001387418169293821,-0.0012296195339663017,0.010111680555723666,-0.001935134908119287,-5.049776631109497e-05,0.0006515885888020618,-0.0005998761117089279,,0.00016968922521066215,run_05,ret_Gold,10,191_obs_10_vars,,-9.506296178712323e-05,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,run_07,ret_Gold,0,191_obs_10_vars,,,0.0,,,
-0.006506009777377364,-0.010477858539451506,-0.18714759027485495,0.06272121819451511,0.5494201709638403,-0.03563355847580092,0.15598577566578908,-0.31405648062827873,,-0.40714915471942037,run_07,ret_Gold,1,191_obs_10_vars,,,0.07329117659622542,,,
0.0789885793735707,0.013535808722184857,0.015858096647181415,-2.223969537229272,0.024940126802426493,0.004663560235388031,0.05610222227865261,0.0541498482264222,,-0.23456970012159506,run_07,ret_Gold,2,191_obs_10_vars,,,0.1594209391004463,,,
-0.02139616320544839,0.0010702968506960573,0.0685447603111106,-0.8420516017526989,0.06854922868261774,-0.0026901411036705327,-0.03250423672918604,0.04925878553370151,,0.07005188201420798,run_07,ret_Gold,3,191_obs_10_vars,,,-0.010689132757207715,,,
-0.028135097659189503,-0.008060458231027818,-0.024132766450808647,-0.34645716122225967,0.034767103385857145,0.006374508627718215,-0.007133057963952392,0.059019852317060334,,0.02398322858034875,run_07,ret_Gold,4,191_obs_10_vars,,,-0.02546492828415527,,,
0.01343305637237586,0.0006621408468555391,0.004594150703670981,0.049400525616664304,0.026936044241339798,-0.007912831527003623,0.0031558795234618024,0.056142661777834044,,0.045809716893063596,run_07,ret_Gold,5,191_obs_10_vars,,,-0.02113792476649631,,,
-0.0009663411178209144,0.0017969944098754202,0.005098687729771224,0.33613168513568104,-0.008037230668685613,-0.0063961590124802185,0.0062570644985217826,0.02440026559152949,,0.011153938891646207,run_07,ret_Gold,6,191_obs_10_vars,,,-0.004688947263099432,,,
-0.0006600394335677271,0.0015649707437599887,0.009494185559792642,0.029106081308981707,-0.01146703445749127,-0.000778701022237277,-0.0018605934053474152,0.007808154540427575,,0.0065332236093392495,run_07,ret_Gold,7,191_obs_10_vars,,,-0.0025828120001834044,,,
0.0008219559194915223,-0.00021328328889486087,0.006136988225551462,-0.011956494433167687,-0.011681266147961923,0.0014328516480779383,-0.0006767519085955362,-0.002727539666161303,,-0.0028299331244592703,run_07,ret_Gold,8,191_obs_10_vars,,,0.0013806963073232047,,,
-0.0002526016269589612,-0.00023995726632027072,-0.002255188802755392,0.002968823238867122,-0.0021185612364694583,0.0006336394230818307,-0.0005013103808412793,-0.0036976695993560845,,-0.00022353420225830557,run_07,ret_Gold,9,191_obs_10_vars,,,-0.00043630306570260403,,,
-0.00046619677992063664,-0.00011589785076557995,-0.0016293159752553486,0.006034344493900441,-0.001283663212046076,-4.979665485527825e-05,0.0006059531830236895,-0.0009442147683979827,,-0.0001245185505489529,run_07,ret_Gold,10,191_obs_10_vars,,,2.8941075180347075e-06,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,run_09,ret_Gold,0,191_obs_10_vars,,,,0.0,,
-0.008555057089547624,-0.011043790135218525,-0.18922453923829388,0.14206502016709227,0.5450805981482272,-0.03519485390486691,0.1538315044324187,-0.3127307238743943,,-0.37706643169003007,run_09,ret_Gold,1,191_obs_10_vars,,,,0.05579356888936724,,
0.08022106092226951,0.014950288184423968,0.00983436582955624,-2.283329299939535,0.03139438600965727,0.0029447730846884736,0.052098403029924016,0.05579027870210147,,-0.24736167214741359,run_09,ret_Gold,2,191_obs_10_vars,,,,0.15923651433516092,,
-0.020829759755770692,0.0019747206794837597,0.06659354065619273,-0.8411334894614685,0.07536324531406534,-0.003499225129855423,-0.032411098175757797,0.052461744358588115,,0.049499294505251104,run_09,ret_Gold,3,191_obs_10_vars,,,,0.0017448994520871258,,
-0.02810482984013746,-0.00823395693202342,-0.0231984445892748,-0.3537359547923793,0.03412131123501799,0.0070239252486320744,-0.004202260893549435,0.05843987439757522,,0.017968501577531645,run_09,ret_Gold,4,191_obs_10_vars,,,,-0.017005428690947774,,
0.014374055585515596,0.0004902344601176777,0.0030429179962523714,0.030598891668211614,0.03015151255157829,-0.007428378378299604,0.004296875319470047,0.053849158969731935,,0.04420301849440032,run_09,ret_Gold,5,191_obs_10_vars,,,,-0.02038704826269161,,
-0.0014484480863747873,0.0016615688869792335,0.0032075201011416803,0.3321180609230394,-0.01067306962105492,-0.0064709750792645866,0.006870947041882323,0.025628082848794986,,0.00749913879606098,run_09,ret_Gold,6,191_obs_10_vars,,,,-0.0029310833914887894,,
-0.0013063548939712061,0.0016111824939503711,0.009256909238016076,0.02363530664428415,-0.011259075469605842,-0.0010128184732378766,-0.002577456183296198,0.00907524840126163,,0.007816782734494682,run_09,ret_Gold,7,191_obs_10_vars,,,,-0.003266675679429897,,
0.0007234490072954362,-0.0003361642001703521,0.005737066925332288,-0.012903565103090549,-0.012836658445583666,0.0013481623972306845,-0.0006569036573283653,-0.0017684291449745675,,-0.0039735690532897916,run_09,ret_Gold,8,191_obs_10_vars,,,,0.0017817859977835443,,
-2.605790256236069e-05,-0.0001858528177085271,-0.0022221799104031018,0.006348070253872164,-0.001962007941427541,0.0004989649019475803,-0.0006566925907721377,-0.0032892552039709847,,0.0003709057766026776,run_09,ret_Gold,9,191_obs_10_vars,,,,-0.000789923769499603,,
-0.0005916179634374132,-0.00013531408179082806,-0.001527519030479989,0.011603586710164916,-0.002185087312312307,-6.651691844627536e-05,0.000759846242418638,-0.0007887698215082087,,0.00034842734166119034,run_09,ret_Gold,10,191_obs_10_vars,,,,-0.00023229097819886586,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,run_11,ret_Gold,0,191_obs_10_vars,,,,,0.0,
-0.009222537149173204,-0.011260245364290067,-0.1921084423274498,0.15435412708920765,0.5438153775255583,-0.03593079197700207,0.15297941991627403,-0.3154454227473745,,-0.4117841169789162,run_11,ret_Gold,1,191_obs_10_vars,,,,,0.07501849844786733,
0.08300189403294485,0.014235447231640892,0.019711380559737812,-2.2622475725386213,0.008078354112580316,0.004914618444905288,0.05322139278879933,0.046456808238760056,,-0.25384846017604645,run_11,ret_Gold,2,191_obs_10_vars,,,,,0.16950129129591004,
-0.01885442287630054,0.0019150071687626343,0.06044310626515932,-0.8834825982928343,0.07141226810448952,-0.003477078141800908,-0.0313408392648234,0.051204918295943876,,0.028261777097841237,run_11,ret_Gold,3,191_obs_10_vars,,,,,0.011643512364997215,
-0.024956162950222356,-0.008591043599411693,-0.018134995051477098,-0.38839284764242543,0.04388490565275093,0.006569346362185556,-0.006159115362694111,0.06165763676218072,,0.025612443736581652,run_11,ret_Gold,4,191_obs_10_vars,,,,,-0.02747941848714479,
0.011846511065806548,0.00038367559047974733,0.006026577938103846,0.050396657769908204,0.026210872485239463,-0.006699149470181802,0.0019987429550294496,0.05954544817349869,,0.04912036521937364,run_11,ret_Gold,5,191_obs_10_vars,,,,,-0.024050523539072343,
-0.0028444385145225343,0.0018100312540702023,0.0030192299413563106,0.3273422310479627,-0.008376061045768143,-0.0065393039804836055,0.006336838121882493,0.02575417606129224,,0.01146149349047816,run_11,ret_Gold,6,191_obs_10_vars,,,,,-0.004131630511224475,
-0.0008157005480235241,0.0014980064220191528,0.008456484736060806,0.024602136526827162,-0.011534334758343881,-0.0010545509334663607,-0.0013099227334307487,0.008365475531225228,,0.008733639754633126,run_11,ret_Gold,7,191_obs_10_vars,,,,,-0.0033634597548006565,
0.0014132579142119783,-0.00022009378090813892,0.006087176712123535,-0.004787832893395485,-0.0121459228329273,0.0011456306108490833,-0.0004734122970812374,-0.001977109321653965,,-0.003336665833814394,run_11,ret_Gold,8,191_obs_10_vars,,,,,0.0016836100101027913,
-0.00046241116286845616,-0.00014365432571634694,-0.002298282228099426,0.012873107524945734,-0.002629041599686851,0.0005021389127977455,-0.0004723330098773717,-0.0034096974251659577,,-2.3792189916014506e-05,run_11,ret_Gold,9,191_obs_10_vars,,,,,-0.00043908596656891744,
-0.0004351185743401604,-0.00012807999146127172,-0.0013012431323495737,0.005671768974322892,-0.001550430023392254,-5.2487968879617744e-06,0.0006011738374976346,-0.0009759858115106325,,0.000330440721892234,run_11,ret_Gold,10,191_obs_10_vars,,,,,-0.0003021501242737216,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,run_13,ret_Gold,0,191_obs_10_vars,,,,,,0.0
-0.006035116758906667,-0.010574525803555532,-0.18280133284904912,0.0748694872377884,0.5508292064790045,-0.03438766735167042,0.15729831468981129,-0.3186730496496873,,-0.34861102334820004,run_13,ret_Gold,1,191_obs_10_vars,,,,,,0.04760064745318223
0.073948688332527,0.015293703076323224,0.014676669586676731,-2.2029766473800207,0.020926921439851864,0.006196547507739379,0.051625371808808156,0.05508990743640198,,-0.15916721476640053,run_13,ret_Gold,2,191_obs_10_vars,,,,,,0.12283451370955273
-0.0241471659766653,0.0019371005449497197,0.06291865939258913,-0.7639591127473436,0.08290455522400572,-0.004110983758367685,-0.03489059872965684,0.055238361805348385,,0.03977850911195218,run_13,ret_Gold,3,191_obs_10_vars,,,,,,0.006231275500805997
-0.030051046932309554,-0.007284428080651042,-0.02666430150509488,-0.3415653658813428,0.04935025542978087,0.006441954415757874,-0.006328853997310707,0.06247585189292466,,0.008369006511081363,run_13,ret_Gold,4,191_obs_10_vars,,,,,,-0.012421669760381511
0.01708830909239857,0.0003362610540880897,0.004433303318032043,0.013776583236968426,0.031026216433180424,-0.00730826543220606,0.004252460308400711,0.05415423613048643,,0.0410020407567645,run_13,ret_Gold,5,191_obs_10_vars,,,,,,-0.02076405936198318
-0.0009092187446494886,0.001679971338671199,0.003727998718244901,0.3406161223680779,-0.013217848698493644,-0.006470165926528311,0.00579087704563616,0.025850378945854846,,0.007049903172534636,run_13,ret_Gold,6,191_obs_10_vars,,,,,,-0.0033153517396733966
-0.0022689006755691335,0.0015489672687456308,0.008458791658184979,0.02258725735666331,-0.01380116674273856,-0.0010949662620156697,-0.002396513298955483,0.007364538924087999,,0.00688486089988535,run_13,ret_Gold,7,191_obs_10_vars,,,,,,-0.0031818211088587077
0.0009588635033049959,-0.0004348788850515573,0.005289616293347449,-0.02863040165185773,-0.013165000769985346,0.001419992418997381,-0.0005727708169755865,-0.002522024287882568,,-0.005345569022504789,run_13,ret_Gold,8,191_obs_10_vars,,,,,,0.002618567803183424
0.00016005026807289137,-0.00022773348346556512,-0.002507416036032094,0.008262254554108223,-0.0022726000131913565,0.0004340573906064677,-0.0005610614747301565,-0.0038234093811967147,,-0.0005953253371063876,run_13,ret_Gold,9,191_obs_10_vars,,,,,,-0.00025902267513643463
-0.0007163770439602515,-0.00015039188747445953,-0.001755422928405175,0.013805867972646694,-0.0017306708220914528,-7.092440417575893e-05,0.0007970879092586195,-0.0005231698908050151,,0.000431611368993028,run_13,ret_Gold,10,191_obs_10_vars,,,,,,-0.00031822442536434534
