"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"29.03.2026","97,01","87,39","97,71","84,73","82,09M","13,08%"
"22.03.2026","85,79","81,36","88,07","80,78","195,97M","7,08%"
"15.03.2026","80,12","93,35","96,13","78,74","181,08M","-14,09%"
"08.03.2026","93,26","98,64","105,74","92,89","121,89M","-8,01%"
"01.03.2026","101,38","116,46","117,18","98,28","174,01M","-12,48%"
"22.02.2026","115,84","107,78","115,99","106,47","94,15M","9,02%"
"15.02.2026","106,26","99,86","106,39","97,41","87,57M","2,23%"
"08.02.2026","103,94","98,54","106,47","98,13","140,45M","6,73%"
"01.02.2026","97,39","93,96","101,12","92,00","173,74M","3,39%"
"25.01.2026","94,20","110,69","113,50","93,12","270,91M","-11,98%"
"18.01.2026","107,02","101,53","107,61","100,56","117,94M","10,06%"
"11.01.2026","97,24","95,19","98,42","94,44","103,11M","5,06%"
"04.01.2026","92,56","87,78","93,17","87,28","102,84M","7,97%"
"28.12.2025","85,73","86,93","88,40","83,23","96,61M","-6,09%"
"21.12.2025","91,29","89,65","91,67","88,27","82,52M","3,99%"
"14.12.2025","87,79","86,51","88,69","83,72","98,08M","2,49%"
"07.12.2025","85,66","81,01","88,50","79,07","117,91M","5,71%"
"30.11.2025","81,03","83,95","84,03","79,30","93,38M","-2,64%"
"23.11.2025","83,23","74,15","83,28","74,07","82,71M","13,01%"
"16.11.2025","73,65","75,64","78,18","72,45","132,50M","-3,30%"
"09.11.2025","76,16","75,24","79,97","73,25","140,53M","4,98%"
"02.11.2025","72,55","71,72","72,71","68,20","111,17M","0,68%"
"26.10.2025","72,06","70,14","73,06","68,13","158,94M","-1,02%"
"19.10.2025","72,80","80,18","81,01","70,28","198,87M","-7,53%"
"12.10.2025","78,73","78,07","85,08","77,18","188,15M","3,89%"
"05.10.2025","75,78","78,06","79,49","74,58","139,37M","-1,69%"
"28.09.2025","77,08","76,58","78,32","74,10","124,82M","3,21%"
"21.09.2025","74,68","73,77","75,28","72,01","126,64M","3,21%"
"14.09.2025","72,36","69,30","72,53","67,25","125,38M","3,74%"
"07.09.2025","69,75","67,23","70,11","66,49","100,31M","5,14%"
"31.08.2025","66,34","64,39","66,87","63,20","124,18M","5,02%"
"24.08.2025","63,17","60,39","63,23","60,17","72,49M","4,97%"
